source_id,ra,dec,parallax,parallax_over_error,phot_g_mean_mag,bp_rp,distance_pc
133020707730807168,39.834688127230336,31.0727665321767,17.765674728100436,338.79504,16.269247,3.256239,56.28832089435217
133843932703297280,40.84334270423618,32.94195559836431,18.180781409407786,317.77777,16.24396,3.2087584,55.003136415387644
134174198508205440,39.27320113743592,32.89617276202132,20.19659014067941,968.89746,13.9080305,2.4726076,49.5133085849887
136515913462992384,42.93924230798384,32.14240485379567,20.54880142811025,30.989033,19.951317,3.0186462,48.664638835432264
136732693346208640,43.18179443726719,33.375681519539064,23.104948800229504,162.41914,14.368747,3.037898,43.28077108701781
138810495445219712,46.025224097509415,35.60906317763514,23.01305359897372,816.0265,11.695584,2.095169,43.45359887592647
141653591996433920,41.09992960135968,36.88623574168036,20.07994804619264,1077.2035,10.589717,1.5660706,49.80092566472601
142106075390684288,45.33111875567352,37.36365052685539,16.582271006313057,195.44012,16.38586,3.3554268,60.305370694960224
143293685388561664,42.64718912701181,38.31815668247095,25.844516228361115,115.204384,4.1400833,0.50438833,38.69292778259186
144377803854541184,68.40543499042356,21.15064523402506,22.870414579345397,1067.5278,10.200552,1.4889374,43.72461183555083
144410205086676480,66.85403798946801,20.379025525916425,40.73980181732762,1510.2047,11.188223,2.1588058,24.546020240448886
144582897132979072,67.98414042988836,21.311040199510323,16.443057817698794,632.5736,14.500201,2.6079311,60.81593892613035
145421309108301184,67.25019487312947,21.92347532672426,89.05460882101701,3798.1719,7.7041116,1.7386432,11.229065101052901
145668974102570624,65.98973921339132,22.18137709233843,23.217396571266843,1118.4441,13.819638,2.8482285,43.071151277898664
146698078328904064,70.02471340594731,23.304375059885764,16.581900976685027,1101.5891,9.18166,0.95758533,60.3067164257011
146712303261194624,70.04626127763612,23.420438935989637,20.04024061578082,190.86115,17.08553,3.8768234,49.899600467498544
